序號	單元	答案	題目
700	4	3	在做遠端資料傳輸時，為避免資料被竊取，我們可以採用何種保護措施？(1)將資料壓縮(2)將資料解壓縮(3)將資料加密(4)將資料解密。
701	4	4	下列有關「網路防火牆」之敘述，何者不正確？(1)外部防火牆無法防止內賊對內部的侵害(2)防火牆能管制封包的流向(3)防火牆可以阻隔外部網路進入內部系統(4)防火牆可以防止任何病毒的入侵。
702	4	2	完善的資訊安全系統，以足夠之關卡，防止使用者透過程式去存取不是他可以存取之資料，這種觀念為：(1)監視性(2)資料存取控制(3)獨立性(4)識別。
703	4	1	資料錯誤檢核方式中，下列那一項不常用？(1)存取權限檢查(Access right verification)(2)檢查號碼檢查(Check digit)(3)型態檢查(Type check)(4)範圍檢查(Range check)。
704	4	1	下列何者是錯誤的「系統安全措施」？(1)系統操作者統一保管密碼(2)資料加密(3)密碼變更(4)公佈之電子文件設定成唯讀檔。
705	4	1	若在使用個人電腦時，發現螢幕上有異常之反白、閃爍或電腦執行速度減慢等可能中毒之現象，此時使用者應做何種處置比較適宜？(1)立即結束程式之執行，關掉電源，再以原版軟體開機(2)將可能中毒之檔案刪除(3)立即放入原版軟體並以Ctrl+Alt+Del重新開機(4)立即結束原程式之執行，並用解毒軟體解毒。
706	4	3	Application gateway是用來限制對超過防火牆界限之服務,下列何者不是在Internet上普遍實作的Application Gateway ？(1)Mail gateway(2)Proxy(3)Hub(4)Server filter。"
707	4	1	有關RFC 1108所說明之IPSO(IP Security Options)之敘述下列何者不正確？(1)IPSO是在網路通訊協定中之實體層運作(2)IPSO是美國國防部DOD所使用的一種安全性規格(3)運用IPdatagram標頭的變動長度Options欄位標記出datagram所裝載資料之機密性(4)IPSO之主要觀念為datagram安全性標記。
708	4	3	關於「防火牆」之敘述，下列敘述何者不正確？(1)防火牆乃是過濾器(Filter)與Gateway的集合(2)防火牆用來將可信賴的網路保護在一個區域性管理的安全範圍內(3)防火牆大量運用於區域網路中，無法運用於廣域網路(4)防火牆可用來將外界無法信賴之網路隔開。
709	4	2	關於「非對稱式密碼系統」之敘述，下列何者不正確？(1)1976年以後所發展出來之公開金匙密碼系統即是屬於非對稱式密碼系統(2)非對稱式密碼系統之加密金匙及解密金匙都是可以公開的(3)屬於雙密匙系統(4)主要特性是系統的安全分析簡單明暸,但加解密運算過程費時。
710	4	4	在分散式開放系統下的安全管理系統中，下列何者不是該系統至少須具備之功能？(1)驗證(Authentication)(2)授權(Authorization)(3)稽查(Auditing)(4)回答(Answering)。
711	4	3	下列何者不是資訊安全的防護措施？(1)備份軟體(2)採用合法軟體(3)小問題組合成大問題(4)可確認檔案的傳36輸。
712	4	1	電腦犯罪中，一點一滴偷取金錢的方法稱為？(1)義大利臘腸技術(2)特洛依木馬(3)藍領犯罪(4)資料騙取。
713	4	4	一部專門用來過濾內外部網路間通訊的電腦稱為？(1)熱站(2)疫苗(3)冷站(4)防火牆。
714	4	3	有一程式設計師在某一系統中插了一段程式，只要他的姓名從公司的人事檔案中被刪除則該程式會將公司整個檔案破壞掉，這種電腦犯罪行為屬於：(1)資料掉包(Data diddling)(2)制壓(Superzapping)(3)邏輯炸彈(Logic bombs)(4)特洛依木馬(Trojan horse)。
715	4	3	為了避免硬體的破壞，每一電腦組織應有？(1)生物技術(2)編碼標準(3)問題發現計劃(4)活動標誌組。
716	4	1	所有電腦化系統中最弱的環節為？(1)人(2)密碼(3)硬體(4)軟體。
717	4	1	下列那一項無法指向「無現金社會」？(1)自動提款機(2)信用卡(3)編碼晶片(4)電子資金轉帳。
718	4	3	下列那一項不是管制進入電腦系統的措施？(1)名牌(2)密碼(3)不斷電系統(4)門鎖。
719	4	4	「Taiwan-NO.1」是屬於那一型病毒？(1)檔案型(2)開機型(3)混合型(4)巨集型。
720	4	4	下列有關「防火牆」之敘述，何者不正確？(1)防火牆無法防止內賊對內的侵害，根據經驗，許多入侵或犯罪行為都是自己人或熟知內部網路佈局的人做的(2)防火牆基本上只管制封包的流向，它無法偵測出外界假造的封包，任何人皆可製造假來源位址的封包(3)防火牆無法確保連線的可信度，一但連線涉及外界公眾網路，極有可能被竊聽或劫奪，除非連線另行加密保護(4)防火牆可以防止病毒的入侵。
721	4	1	下列何者是一個用來存放與管理通訊錄及我們在網路上付費的信用卡資料，以確保交易時各項資料的儲存或傳送時的隱密性與安全性？(1)電子錢包(2)商店伺服器(3)付款轉接站(4)認證中心。
722	4	1	一個成功的安全環境之首要部份是建立什麼？(1)安全政策白皮書(2)認證中心(3)安全超文字傳輸協定(4)BBS。
723	4	1	下列何者不是存取無線網路AP(Access Point)的安全機制方法？(1)SSID(Service Set Identifier)(2)MAC(Media Access Control) Address Control(3)WPA(Wi-Fi Protected Access)加密(4)WEP(Wired Equivalent Privacy)加密。
724	4	4	目前資訊安全規範的目的，主要是為了保護組織或個人的重要資訊資產，當評鑑所擁有的資訊資產價值時，下列何者不是必要的評估準則？(1)機密性(Confidentiality)(2)完整性(Integrity)(3)可用性(Availability)(4)弱點性(Vulnerability)。
725	4	4	擅自變更程式以便從大批所選擇的交易中逐個剝削每個帳戶的微小金額，然後再將其全部儲存到另一個帳戶中，這種電腦犯罪行為屬於：(1)資料掉包(Data diddling)(2)制壓(Superzapping)(3)邏輯炸彈(Logic bombs)(4)義大利臘腸式詭計(Salami Methods)。
726	4	3	下列有關於「字典攻擊法」的描述，何者正確？(1)使用字典上有的字來測試密碼(2)使用亂數測試密碼(3)將常見的密碼當作字典資料庫來測試密碼(4)使用各國語言測試密碼。
727	4	2	下列有關於「在拍賣網站購物時防止詐欺的方法」，何者錯誤？(1)應先仔細閱讀拍賣商品說明，並確認商品保存狀況(2)與賣家私下交易，以獲取較便宜的價格(3)可選擇較安全的付費方式(4)應先了解買家與賣家相互應有的責任與義務。
728	4	3	下列有關於「預防手機詐騙」的描述，何者為最適宜的作法？(1)注意是否有來電顯示(2)將手機關機(3)接到可疑電話，不隨便依照對方指示去做(4)回撥電話給對方以求證是否為手機詐騙。
729	4	2	我的電腦已經安裝了防火牆，所以不需要再安裝防毒軟體？(1)是，不需要重覆的功能(2)不是，防火牆跟防毒軟體的主要功能不一樣(3)不是，防毒軟體能阻擋垃圾郵件(4)是，防毒軟體價格比較貴。
730	4	1	「登入密碼」通常是用來滿足下列哪一項安全性之需求？(1)身份識別(Authentication)(2)機密性(Confidentiality)(3)不可否認性(Non-repudiation)(4)完整性(Integrity)。
731	4	4	企業的可接受風險等級如何決定最恰當？(1)由評鑑的同仁決定(2)由臨時開會決定(3)由資安公司的資安顧問建議決定(4)事先定義好準則，由管理階層裁定。
732	4	3	「系統在檢查使用者的密碼設定時，會作某些特性的限制或規定」，下列對於這些特性的敘述何者錯誤？(1)密碼有效性(2)禁止更新密碼時延用舊密碼(3)禁止不同使用者的密碼相同(4)密碼必須有一定困難度。
733	4	1	下列有關於「弱點」的描述，何者錯誤？(1)弱點是一種使用者操作上的錯誤或瑕疵(2)弱點存在與曝露可能導致有心人士利用作為入侵途徑(3)弱點可能導致程式運作出現非預期結果而造成程式效能上的損失或進一步的權益損害(4)管理員若未能即時取得弱點資訊與修正檔將導致被入侵的可能性增加。
734	4	3	「資訊安全」的三個面向不包含下列何者？(1)機密性(Confidentiality)(2)可用性(Availability)(3)不可否認性(Non-repudiation)(4)完整性(Integrity)。
735	4	2	請問下列那一個網址有使用SSL加密？(1)http://www.security.com/(2)https://www.safe.com.tw/(3)httpl://www.bank.com/(4)httpd://www.tbank.com.tw/。
736	4	3	下列何者不是電腦病毒的特性？(1)具有自我複製的能力(2)具特殊之破壞技術(3)關機再重新開機後會自動消失(4)會常駐在主記憶體中。
737	4	4	下列有關在執行「資料備份」的時候要特別注意的描述，何者是正確而適宜的？(1)電腦有沒有安裝燒錄機(2)備份資料時，一定要連防毒軟體一起備份(3)網路頻寬速度是不是夠快(4)備份資料有沒有中毒。
738	4	3	「社交工程」造成資訊安全極大威脅的原因在於下列何者？(1)破壞資訊服務可用性，使企業服務中斷(2)隱匿37性高，不易追查惡意者(3)惡意人士不需要具備頂尖的電腦專業技術即可輕易地避過了企業的軟硬體安全防護(4)利用通訊埠掃描(Port Scan)方式，無從防範。
739	4	4	為保障電腦資料安全，備份動作是必要的執行措施；下列關於「資料備份」的敘述，何者正確？(1)程式檔案一定要備份，資料檔案涉及個資不宜備份(2)除非正在使用的檔案損毀，否則備份資料檔案絕對不能拿出來使用(3)使用中的檔案與備份資料應該放在一起，便於時常進行備份更新，才能發揮備份效果(4)備份資料檔案也是重要資產，在備份時進行加密是提高資料安全的作法。
740	4	4	下列關於「資訊環保」的敘述，何者有誤?(1)綠色電腦是指從產品的設計、製造、使用到丟棄的過程都符合環保要求(2)能源之星計畫最初是以電腦產品為主，後來擴展至辦公設備與建築(3)綠色軟體的特性是不需安裝或修改系統設定檔便可使用(4)危害性物質限制指令(RoHS)，是由美國所制定的一項環保指令，規範工作電壓小於1000VAC或1500VDC的電子產品之材料，不得使用鉛、汞、鎘等項化學物質。
741	4	4	下列有關「間諜軟體」的特性描述，何者錯誤？(1)可能會監控你的電腦(2)時常偽裝成合法的郵件附加檔四處散佈(3)可能會竊取電腦裡的資料(4)必須經過你的同意才能安裝。
742	4	1	在啟用SSL安全機制的安全認證網站上進行交易，下列描述何者是可確保交易安全的？(1)在交易過程中所傳輸的資料都是被加密的(2)該網站不會將個人資料外流(3)該網站的商品價格一定比市價便宜(4)該網站不會被駭客入侵。
743	4	4	下列敘述何者錯誤？(1)跨站指令碼不但影響伺服主機，甚至會導致瀏覽者受害(2)SQL injection是一種攻擊網站資料庫的手法(3)跨目錄存取是因為程式撰寫不良(4)存放網頁應用程式的系統安裝最新系統修補程式後，便不會存有弱點。
744	4	3	下列何者不在「個人資料保護法」所要保護的範圍中？(1)兒子的出生年月日(2)離婚先生的職業(3)過世婆婆的身份證字號(4)女兒的指紋。
745	4	3	在「個人資料保護法」中，對於損害賠償請求權，必須在損害發生起，幾年內提出要求？(1)二年(2)三年(3)五年(4)七年。
746	4	2	下列關於「個人資料保護法」(簡稱個資法)的敘述，何者不正確？(1)不管是否使用電腦處理的個人資料，都受個資法保護(2)公務機關執行公權力，不受個資法影響(3)身分證字號、姓名、指紋都是個人資料(4)我的病歷資料雖然是由醫生所撰寫，但也屬於是我的個人資料範圍。
747	4	4	重要資料欄的更新作業，為保留其過程的相關資料，以供核驗防範不法行為，可以利用下列什麼檔案？(1)密碼檔(2)異動檔(3)備份檔(4)日誌檔。
748	4	1	在「個人資料保護法」中對於個人資料的處理或使用範圍均有嚴格限制，下列何者不受限制？(1)在家庭使用(2)在國外宣傳使用(3)在網際網路上張貼(4)在學術研究上使用。
749	4	4	下列何者不是「資訊安全」所要確保的資訊特性？(1)機密性(Confidentiality)(2)完整性(Integrity)(3)可用性(Availability)(4)可延伸性(Scalability)。
750	4	2	資訊安全中的「社交工程(Social Engineering)」主要是透過什麼樣弱點，來達成對資訊安全的攻擊方式？(1)技術缺憾(2)人性弱點(3)設備故障(4)後門程式的掩護。
751	4	4	下列關於駭客透過電子郵件來達成「社交工程(Social Engineering)」手法的入侵，何者不正確？(1)電子郵件中的連結，可能會導引你到詐騙集團的網頁中(2)駭客會使用情色或八卦主題，吸引你閱讀或下載電子郵件內容，達成對資訊安全的危害(3)接到銀行寄來的緊急通知電子郵件，最好不要直接點選上面的超連結，而是自行連結到該銀行網站進行查詢(4)只要不下載電子郵件的附檔，駭客就無法入侵你的電腦。
752	4	3	下列關於「零時差攻擊(Zero-day Attack)」的敘述，何者不正確？(1)主要針對原廠來不及提出修補程式弱點程式的時間差，進行資安攻擊方式(2)因為是程式的漏洞，無法透過掃毒或防駭等軟體機制來確保攻擊不會發生(3)因為是軟體程式出現漏洞，所以使用者無法做什麼事情來防止攻擊(4)使用者看到軟體官方網站或資安防治單位發佈警訊，應該儘快更新版本。
753	4	2	下列何者不是「智慧財產權」的適用範圍？(1)作文(2)靈感點子(3)音樂作曲(4)繪畫。
754	4	4	繪畫大師在95年7月30日創作完成一幅畫，但不幸在99年4月4日死亡，請問這幅畫的著作財產權存續至那一天？(1)145年7月30日(2)145年12月31日(3)149年4月4日(4)149年12月31日。
755	4	2	小明代表學校參加全國青年學生網站設計大賽時，整個網站是由老師提出建議點子，由小明設計建置完成，那這個網站設計的著作權是屬於誰的？(1)老師(2)小明(3)學校(4)老師與小明共享。
756	4	2	下列關於「P2P(Peer to Peer)」的敘述，何者不正確？(1)Skype是P2P的軟體工具之一(2)P2P檔案分享軟體是非法的軟體(3)P2P採取用戶與用戶的通訊模式，可以多點連線快速下載(4)P2P檔案分享軟體可能因為本身的38漏洞，成為駭客攻擊入侵的工具。
757	4	1	下列關於「保護個人資料」的行為，何者不正確？(1)透過手機或電話，跟銀行人員確認個人身分證字號(2)確認網路上的消費網站是可以信任的，才可以留下個人資料(3)個人證件影本應註明僅限定特定用途使用(4)不委託他人代辦貸款或信用卡。
758	4	4	下列敘述中何者不合乎資訊安全之概念？(1)設定檔案存取權限，如只允許讀取，不准寫入(2)設定檔案密碼保護，只有擁有密碼之人才得以使用(3)隨時將檔案備份，以備檔案資料被破壞時可回存使用(4)設定檔案資料公開，任何人皆可以使用。
759	4	2	對於在路邊接受市場行銷單位訪談所留下的個人資料，下列受訪者的那個行為是不正確的？(1)可以限制該公司使用資料的範圍(2)不能要求該公司影印或提供複製本(3)可以要求刪除在該公司資料庫中的資料(4)可以要求瀏覽或更正存在該公司資料庫中的個人資料。
760	4	123	資訊安全的目的在於維護資訊的哪些特性？(1)保密性 (Confidentiality)(2)完整性 (Intigrity)(3)可用性 (Availability)(4)可讀性 (Readability)。
761	4	123	資訊安全威脅的種類繁多，但其攻擊目的可以歸類成哪幾種？(1)以侵入為目的(2)以竄改或否認為目的(3)以阻斷服務為目的(4)以獲得歸屬感為目的。
762	4	123	下列何者為資料隱碼攻擊 (SQL Injection) 的防禦方法？(1)對字串過濾並限制長度(2)加強資料庫權限管理，不以系統管理員帳號連結資料庫(3)對使用者隱藏資料庫管理系統回傳的錯誤訊息，以免攻擊者獲得有用資訊(4)不要在程式碼中標示註解。
763	4	123	下列何者為通關密碼的破解方法？(1)窮舉攻擊 (Brute-Force Attack)(2)字典攻擊 (Dictionary Attack)(3)彩虹表攻擊 (Rainbow Table Attack)(4)RGB攻擊 (RGB Attack)。
764	4	134	依據下圖所示之防火牆過濾規則，下列何者為正確？(1)拒絕所有規則之外的封包(2)允許外部與防火牆連結(3)允許存取HTTP Server(4)拒絕存取SQL Server。
765	4	1234	下列何者為入侵偵測與防禦系統 (IDPS) 提供之安全能力？(1)識別可能的安全威脅(2)記錄安全威脅相關資訊(3)防禦安全威脅(4)將安全威脅通報予安全管理人員。
766	4	34	下列何種磁碟陣列 (RAID) 有冗餘 (Redundancy) 功能？(1)RAID 一定會有冗餘(2)RAID 0(3)RAID 1(4)RAID 10。
767	4	23	下列哪些身份認證方法以「所具之形 (Something You Are)」為基礎？(1)智慧卡(2)指紋比對(3)視網膜比對(4)通關密碼。
768	4	13	組織內部的區域網路切割為數段虛擬區域網路 (VLAN)，可得到哪些好處？(1)提高網路效能(2)免用防火牆(3)強化資訊安全管理(4)免用防毒軟體。
769	4	1	在國民身分證號碼的設計中，最後一碼為檢查碼，請問這種設計在應用系統控制方面屬於哪一種控制？(1)處35理控制(2)資料檔案控制(3)輸入控制(4)輸出控制。
770	4	123	智慧財產權包括哪些項目？(1)商標專用權(2)專利權(3)著作權(4)隱私權。
771	4	12	下列何者為常見的中間人攻擊 (Man-in-the-Middle Attack)型式？(1)重放攻擊 (Replay Attack)(2)欺騙攻擊 (Spoofing Attack)(3)後門攻擊 (Backdoor Attack)(4)字典攻擊 (Dictionary Attack)。
772	4	123	下列何者為後門攻擊 (Backdoor Attack) 所需之後門的可能產生途徑？(1)軟體開發者忘記移除的維護後門 (Maintenance Hook)(2)攻擊者植入的後門(3)管理人員安裝的遠端控制軟體(4)軟體開發者打開的客廳後門。
773	4	1234	下列哪些作為可以降低通關密碼猜測攻擊 (Password Cracking)的成功率？(1)設定較長之通關密碼(2)選擇冷門的通關密碼(3)通關密碼夾雜字母與數字(4)經常更換通關密碼。
774	4	123	下列何者是入侵偵測與防禦系統 (IDPS) 的安全事件偵測方法？(1)比對惡意攻擊的特徵(2)分析異常的網路活動(3)偵測異常的通訊協定狀態(4)確認使用者的權限。
775	4	123	下列何者為網路安全漏洞的可能來源？(1)軟體的瑕疵(2)使用者的不良使用習慣(3)多種軟/硬體結合而產生的問題(4)圍牆與機房之間的距離很大。
776	4	123	下列何種作法可以強化網頁伺服器的安全？(1)伺服器只安裝必要的功能模組(2)封鎖不良使用者的IP(3)使用防火牆使其只能於組織內部存取(4)組織的所有電腦均使用AMD CPU。
777	4	123	下列關於實體安全防禦措施的說明，何者正確？(1)在事前，實體安全防禦措施要達到嚇阻效果，讓攻擊者知難而退(2)在事件發生中，實體安全防禦措施應能儘量拖延入侵者的行動(3)在偵測到入侵事件後，實體安全防禦措施須能儘量記錄犯罪證據，以為事後追查與起訴的憑據(4)在事件發生中，實體安全防禦措施要達到嚇阻39效果，讓攻擊者知難而退。
778	4	1234	下列何者是資訊安全風險的可能處置方法？(1)規避風險(2)降低風險(3)轉移風險(4)接受風險。
779	4	12	關於ISO 27001 (資訊安全管理系統) 之四階段文件的說明，下列何者為正確？(1)第一階是資訊安全政策(Information Security Policy)(2)第二階是程式文件 (Process Documentation)(3)第三階是紀錄表單(Record Sheet)(4)第四階是作業說明(Work Instruction)。
780	4	2	電腦化作業之後，通常會將檔案複製三份，而且分散存放在不同建築物內，這種做法在應用系統控制方面屬於哪一種控制？(1)處理控制(2)資料檔案控制(3)輸入控制(4)輸出控制。
781	4	12	下列何者包含於資訊安全管理應該兼顧的3個 P之中？(1)People(2)Process(3)Price(4)Place。
782	4	124	企業的防火牆通常應該拒絕下列哪些封包？(1)外部進入的telnet封包(2)外部進入但位址標示為內部的封包(3)外部進入的HTTP封包(4)外部進入且目的位址是防火牆的封包。
783	4	124	下列哪些是發生電腦系統記憶體滲漏 (Memory Leak) 的可能肇因？(1)作業系統有錯誤(2)應用程式有錯誤(3)網路卡故障(4)驅動程式有錯誤。
784	4	13	減少電腦系統發生記憶體滲漏 (Memory Leak) 情況的方法有哪些？(1)使用垃圾收集 (Garbage Collection)機制(2)不要使用無線網路(3)更謹慎地設計程式，釋放不再需要的記憶體(4)使用封包過濾型防火牆。
785	5	4	以下何者不屬於勞資關係法規？(1)工會法(2)團體協約法(3)勞動基準法(4)社團法。
786	5	3	教師可否將他人著作用在自己的教科書中？(1)只要付錢給著作權委員會就可以(2)只要是為教育目的必要，在合理範圍內就可以(3)只要是為教育目的必要，在合理範圍內，並且經教育行政機關審定為教科書即可(4)絕對不可以。
787	5	1	下面何種權利可以讓與？(1)重製權(2)姓名權(3)公表權(4)同一性保持權。
788	5	1	下列關於「智慧財產權」的敘述，何者有誤?(1)某客運公司為加強服務品質，在車上以擴音設備播放廣播節目，遭檢舉求償70萬元，是因其可能違反著作權法的公開上映權(2)員工在職務所完成的著作，除雙方另有約定外，原則以受雇人為著作人，享有著作人格權(3)瀏覽網頁內容時的資料暫存、執行電腦程式，屬傳輸過程中必要的重製行為，算合理使用範圍(4)當我們購買一套軟體時，事實上是購買軟體的使用權而非軟體本身，故任何修改圖利的行為都是不被允許的。
789	5	1	以下何者為「著作權法」所容許的拷貝行為？(1)為作備份而拷貝電腦程式(2)因遺失之故而拷貝同學的錄音帶(3)幫別人全本影印(4)影印影歌星的照片廉價出售。
790	5	3	職業道德必須具有什麼的規範？(1)友誼(2)強迫(3)倫理(4)投機。
791	5	1	雇主與勞工間的利益分配關係稱為？(1)權利義務(2)師徒關係(3)法定關係(4)專利關係。
792	5	1	我國「專利法」採行(1)先申請主義(2)先發明主義(3)先實施主義(4)不用申請主義。
793	5	3	「職業道德」貴在(1)反省(2)才藝(3)實踐(4)知識。
794	5	1	依我國專利法規定一項新產品應在發表會後多久必須申請專利，否則即喪失其新穎性？(1)半年內(2)一年內(3)二年內(4)三年內。
795	5	2	拷貝一具有著作權登記之電腦軟體的行為是一種侵害著作權人的(1)專利權(2)重製權(3)口述權(4)展示權。
796	5	4	關於「電腦軟體的使用」之敘述，下列何者不正確？(1)購買正版軟體，只是取得該軟體所附著光碟片的所有權，該電腦程式的著作權仍歸程式的著作權人所有(2)正版軟體的買受人可為備用存檔的需要拷貝該軟體，不需先徵得程式著作權人同意(3)公司或學校機關團體有數台電腦時，每台電腦上都必須配置一套合法軟體，不能只購一套軟體而拷貝到數台機器的硬碟中(4)正版軟體的買受人可以拷貝一份該軟體並轉售。
797	5	2	依照我國專利法規定，下列何者不發予發明專利？(1)電腦產品(2)遊戲規則(3)建築施工法(4)植物育種法。
798	5	1	著作人死亡後，除其遺囑另有指定外，對於侵害其著作人格權的請求救濟，下列何者的優先權最高？(1)配偶(2)子女(3)父母(4)兄弟姊妹。
799	5	3	著作財產權，除著作財產權法另有規定外，存續於著作人之生存期間及其死亡後多少年？(1)三十年(2)四十年(3)五十年(4)六十年。
800	5	4	下列何者可被認定為一種著作？(1)標語(2)通用之時曆(3)通用之名詞(4)圖形著作。
801	5	1	下列何者受到著作權法的保護，但可以在試用的基礎上複製，而試用期滿後仍需繳交登錄費(1)共享軟體(2)公益軟體(3)商業軟體(4)應用軟體。
802	5	4	電腦從業人員組成的專業學會發展出若干專業倫理信條，其中最重要的兩點為何？(1)能力與信任(2)責任與笑容(3)責任與公益(4)能力與責任。
803	5	2	下列何者不是電腦倫理學的領域？(1)不要傷害別人(2)講真話(3)尊重隱私權(4)借軟體來複製。
804	5	2	下列何者是可自由複製，免費使用的軟體？(1)共享軟體(2)公益軟體(3)商業軟體(4)應用軟體。
805	5	1	下列何者指的是進入系統，並取走資料或破壞電腦系統的人？(1)電腦怪客(cracker)(2)電腦駭客(hacker)(3)程式設計師(4)系統分析師。
806	5	3	使用電腦時，下列何者無法保護眼睛？(1)採用直角螢幕(2)加護幕鏡(3)選擇再生率較低的螢幕(4)把文件放在打字架上。
807	5	4	著作權人發覺被人盜印重製時應如何處理？A.請求排除侵害B.向調查局檢舉C.向地檢署按鈴告訴D.向內政部著委會告發E.向鄉鎮區公所聲請調解，(1)A,B,C(2)B,C,D(3)C,D,E(4)A,C。"
808	5	4	靠腕和人體工學鍵盤可以防止什麼？(1)輻射傷害(2)視力模糊(3)頭痛(4)腕道症。
809	5	3	螢幕保護程式可以防止下列那一項的發生？(1)低波(2)螢幕閃爍(3)燒機(4)壞磁區。
810	5	1	含有必要系統檔案的磁碟片被稱為何？(1)急救磁碟片(2)備份磁碟片(3)破碎檔案(4)資料庫磁碟片。
811	5	4	電腦配備在待機狀態時，秏費能源在多少瓦特以下，就可以得到「能源之星」標章？(1)40(2)20(3)50(4)30。
812	5	2	將手腕靠在桌邊休息，讓手腕低於手指，可能會得到下列那一項後遺症？(1)骨折(2)腕道症(3)鍵盤症(4)肌肉委縮症。
813	5	2	執行下列那一種程式可以讓檔案連續存放，加速存取的速度，延長硬式磁碟機的壽命(1)磁碟掃瞄(2)磁碟重組(3)磁碟清理(4)磁碟壓縮。
814	5	4	病毒入侵電腦後，可能會隱藏在電腦的下列那個元件中？(1)ROM(2)PROM(3)EPROM(4)RAM。
815	5	4	什麼是在研究物品的設計及安置，讓人與物之間能有效安全的相處？(1)工作研究(2)同步工程(3)設施規劃(4)人體工學。
816	5	1	學校的電腦中心若發生火災時，最適宜使用下列何種滅火器材？(1)二氧化碳滅火器(2)泡沫滅火器(3)水(4)乾粉滅火器。
817	5	1	若不幸發生電線走火時，下列何種動作應最先實施？(1)關閉電源開關(2)搬走電腦設備(3)告知主管(4)報警。
818	5	1	請問以下何者屬於智慧財產權法？A.著作權法B.專利法C.商標法D.民法E.刑法，(1)A,B,C(2)B,C,D(3)C,D,E(4)A,B,D。"
819	5	3	在工業安全的標示中，「尖端向下之倒三角形」代表下列那一種意義？(1)禁止(2)說明(3)注意(4)警告。
820	5	4	在工業安全的標示中，「尖端向上之正三角形」代表下列那一種意義？(1)禁止(2)說明(3)注意(4)警告。
821	5	1	在工業安全的標示中，「圓形」代表下列那一種意義？(1)禁止(2)說明(3)注意(4)警告。
822	5	2	在工業安全的標示中，下列何種顏色代表「危險」或「禁止」？(1)綠色(2)紅色(3)黃色(4)紫色。
823	5	1	在工業安全的標示中，下列何種顏色代表「安全」？(1)綠色(2)紅色(3)黃色(4)紫色。
824	5	3	在工業安全的標示中，下列何種顏色代表「注意」？(1)綠色(2)紅色(3)黃色(4)紫色。
825	5	4	在工業安全的標示中，下列何種顏色代表「感電危險」？(1)綠色(2)紅色(3)黃色(4)橙色。
826	5	2	在工業安全的標示中，下列何種顏色代表「機器設備待修」？(1)綠色(2)藍色(3)黃色(4)橙色。
827	5	3	法律保障創作和發明，下列那一種行為違反著作權法？(1)偷看別人的書信(2)模仿人家的簽名(3)拷貝電腦遊戲程式送給同學(4)自拍友人私密照片。
828	5	2	下列關於「職業道德」的敘述，何者錯誤？(1)謹守本身的工作，不做出不恰當的行為(2)利用上班時間，從事私人的工作(3)決不洩露公司的機密(4)客觀做事，不因人情而有所偏頗。
829	5	1	著作權登記應向那個機關申請？(1)經濟部智慧財產局(2)教育部(3)內政部警政署(4)消費者文教基金會。
830	5	4	下列關於「職業道德」的敘述，何者錯誤？(1)在職業上不能用不正當的手法去做事，不接受不應接受的利益(2)不能洩漏工作上的隱私，必須盡力做好工作(3)在面對僱主或上司不合理要求時，必須本著良知拒絕，不做不能勝任的工作(4)專業人士在職業工作時，為了商業利益可以不遵守法律條文。
831	5	4	下列關於「金融服務業如經客戶同意以電子郵件方式寄送對帳單者」的要求描述，何者正確？(1)應比照網路交易認證機制，須透過憑證機構之資料加密等功能，始得傳送予期貨交易人(2)經客戶同意，不需網路交易認證機制，只需有客戶電子郵件信箱即可寄送(3)電子郵件寄送方式，只要能取得客戶的電子郵件閱讀回條，即可不需網路交易認證機制(4)為預防電腦駭客取得客戶資料，不可以電子郵件方式寄送對帳單。
832	5	1	下列關於「對客戶資料的保護」，何者正確？(1)予以保密(2)提供給關係企業做行銷(3)告知同事給予參考(4)讓其他客戶瞭解。
833	5	2	「妥善保管客戶資料，確保客戶相關資料及客戶隱私之保密性」是屬於下列哪一原則之表現？(1)守法原則(2)保密原則(3)能力原則(4)誠信原則。
834	5	4	道德行為規範適用之事業體為何？(1)限於上市櫃公司(2)限於金融產業(3)限於營利事業(4)各種事業體均得適用。
835	5	4	下列關於「職業道德」敘述，何者錯誤？(1)消極的職業道德指的是，若有社會大眾或同事監督時能履行職業道德，無人監督或個人獨自承擔工作任務時就放鬆對自己職業道德的約束(2)被動地遵從職業道德，指的是在客觀行為人的思想深處或個人意識中有職業道德的約束，能夠在關鍵時候體現職業道德精神(3)主動地遵從職業道德，將職業道德作為自己的一種人生境界，一種人生價值，一種靈魂深處的「剛性」約束(4)積極主動的職業道德，指是是要體察上意偶有違法也要達成上級的企圖心。
836	5	1	吳守法是一位證券分析人員，他從上市公司的員工處得知產品設計發生重大瑕疵，並且主要客戶因此已經取消大部分的訂單。吳守法發現該消息尚未公佈，吳守法應該？(1)立即向公司指定人員或部門提出書面報告(2)透露消息給報章雜誌媒體(3)依據公平公正原則通知所有客戶(4)通知親朋好友放空該公司股票。
837	5	1	根據著作權法的用詞定義，「指基於公眾直接收聽或收視為目的，以有線電、無線電或其他器材之廣播系統傳送訊息之方法，藉聲音或影像，向公眾傳達著作內容。由原播送人以外之人，以有線電、無線電或其他器材之廣播系統傳送訊息之方法，將原播送之聲音或影像向公眾傳達者」指的是？(1)公開播送(2)公開上映(3)公開演出(4)公開傳輸。
